date/time,comment_id,fullname,text,likes,replyComment count
2021-06-04T11:38:16Z,Ugx9yRJ5XSFZ2d5UxSB4AaABAg,beats new song kaim song,Spotify' te sunu song nu...plz sidhu fan,6,0
2021-06-02T04:15:58Z,UgzG8q25tdvWCrUZtSR4AaABAg,Lakshay Sharma,"56k dislikes after listening: jina nu tu pooje main oni bakshe 😂😂😂😂
Sidhu 5911 🔥🔥🔥🔥",116,1
2021-06-04T07:37:11Z,UgzrTyeA7RQ7aiSYnd54AaABAg,international 333,Level track unforgetable lyrics,5,0
2021-05-17T06:14:08Z,Ugxfx0qZ6dkyX2lpIYZ4AaABAg,ਪੱਕੇ ਸੰਗਰੂਰੀਏ pb 13 ਵਾਲੇ,ਜੇਕਰ ਕੋਈ ਵੀ ਇਸ ਕਮੈਟ ਨੂੰ ਪੜ੍ਹ ਰਿਹਾਂ ਮੈਂ ਅਰਦਾਸ ਕਰਦਾ ਹਾਂ ਕਿ ਸਭ ਦੀਆਂ ਮਾਵਾਂ ਅਤੇ ਪਿਤਾ ਦੀ ਉਮਰ ਲੰਮੀਂ ਹੋਵੇ,2859,96
2021-06-04T04:03:35Z,UgxzM9rIMxrOXVgpTLJ4AaABAg,Rizwan Rasheed,That song is on other level.,6,0
2021-06-04T15:21:34Z,UgycKwq4sz8oCkgPsl14AaABAg,baali siraa,Baali siraaa🙏,3,0
2021-06-02T19:23:20Z,UgwLaisI0GS_eu9WEwJ4AaABAg,Rohan Gulati,2 weeks and still on trending🔥💪,10,1
2021-06-03T14:01:21Z,UgzhuzPz5Boo4nods3p4AaABAg,Manpreet kaur pranks✓,Who is listening this banger till now? 🙋‍♂🙋‍♂,4,0
2021-05-15T17:50:09Z,Ugx7KCZ-qW8eHs41GwF4AaABAg,All Rounder Punjabi,5 Million Completed in 10 hours🔥🔥🔥🔥🔥🔥🔥,139,29
2021-06-02T16:30:28Z,UgxPqNR8DKI23j0xJrx4AaABAg,GEETMP 480,Sidhu fer aagya thak paun  SIDHU MOOSE Wala Ustaad Hai 🔥 🔥 🔥 🔥 Eni wait kiti si💖💖💖💖💖 shake krdu,16,1
2021-06-04T02:57:40Z,UgwgeU7M-LHJoe_9SOx4AaABAg,SONU NAHAR,Sira veer ji,3,0
2021-06-03T09:04:05Z,Ugw16GKjTBa4dFO8jkt4AaABAg,Bilal Dildar,#  6 on trending 💪💪💪🔥,8,1
2021-06-04T11:38:53Z,UgwU9xEEE0L2dghCLS54AaABAg,Sheraz Alvi,Saddy hi trend.satu copy kr k❤❤❤❤,4,0
2021-05-15T17:38:45Z,UgwD1-yj4R7ZAd7A7254AaABAg,Jasvir Singh,"ਕੋਈ ਗੱਲ ਤਾਂ ਦਿਲ ਤੇ ਲਾਕੇ ਲਿਖਦਾ 'ਏ 
ਪਤਾ ਨੀ ਮਾਂ ਦਾ ਪੁੱਤ ਕੀ ਖਾਕੇ ਲਿਖਦਾ ਏ..🔥🔥🔥",66,7
2021-06-02T13:53:00Z,UgzwO5yhfFZUf5NimLV4AaABAg,Aarush khullar,I feel this is the best song in moosetape released till now,58,6
2021-06-02T07:15:50Z,UgzrfJIPlqVB4EK8muh4AaABAg,0312-4123380 Salman WhatsApp,"Headphone 🎧
High volume 🔊
Broken heart💔
Remember old memories 😔
Closed eyes 😞
Tears on my eyes😭 __  -+-+________",8,1
2021-06-02T20:23:54Z,Ugz0moTF_GiqG1ViiCR4AaABAg,Team Ys Devilz,Disclaimer ; this song is edictive 🔥,6,1
2021-06-05T06:00:43Z,UgzTGPAnv-TFeiPufX14AaABAg,Gurdeep Singh,aag la dite bhai ji,2,0
2021-05-15T09:10:07Z,Ugy7zm3JMRV1TYLxe314AaABAg,ਜੱਟ ਹੁੰਦੇ ਆ,ਮੇਰਾ comment ਵੀ ਲਾਇਕ ਕਰਦਓ😂🙄,303,9
2021-06-04T09:56:44Z,Ugw9IzEN6JQlH-8DKuF4AaABAg,Ajay Man saab,Sidhu moose wala 👉💪❤❤,3,0
2021-06-04T13:01:36Z,UgyiRvKgOVPgA065XN94AaABAg,Mian Musadiq,Sidhu bhai u Are Such A Oxm Singer Apka koi muqabla he nhi🔥🔥🖤❤️,3,0
2021-06-04T15:57:31Z,UgwbPNekCB2R806VKwB4AaABAg,Jasmeet Singh,56 k awde 😂 🤟prauhne nu matha tekk ge 😄,7,0
2021-06-04T07:54:39Z,UgxFFtynKnHknFcLgah4AaABAg,Ranveer singh,Siraaa❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2,0
2021-05-16T04:12:26Z,Ugx9P4nn23qjnl1klox4AaABAg,Gurpreet Sran 694,"ਕਿਸ ਕਿਸ ਨੂੰ ਇਸ ਗਾਣੇ ਦੀ  video🎥🎥 ਦੀ ੲਿੰਤਜਾਰ ਹੈ 🥰
👇",80,1
2021-06-05T06:20:05Z,Ugw_8x2IrsezAQfOvVt4AaABAg,Anmol,Sidhu Moose Wala 🔥,5,0
2021-06-02T15:15:08Z,UgxZxyQ7YOYeuWEDCjV4AaABAg,dance dewane4,Just want to say wow 😳 moosetape📀🔥🔥🔥🔥,5,1
2021-06-02T16:07:34Z,UgyClR9cIvItXg_wq8t4AaABAg,Blackie Basist,"It's still trending#28 in CANADA
Sidhu Takeover ❤️❤️❤️",50,2
2021-06-02T08:23:11Z,UgyzDhotuQbbiiNkrYV4AaABAg,Sahil Singh,30 million soon 🔜🔜🔜,10,0
2021-05-16T13:04:04Z,UgysE-Ce3Uwq07hGmrh4AaABAg,Robin Sidhu,10M success🏆💪,105,5
2021-06-02T09:52:28Z,Ugxjrv1e66DvTO0cqUt4AaABAg,N ki vines,"Punjabi singer always best💪
Ap btaoo",73,0
2021-06-03T11:40:09Z,UgwnrmEkLKxIaM5w-2V4AaABAg,Deepak Sehrawat,What'aa energy level bro 🔥🔥🔥🔥🔥🔥 outstanding siddhu bro❤️👍,5,0
2021-06-04T05:01:00Z,Ugz4vVmwzlcrVzibw954AaABAg,Mohinder Singh,sadi comment nu v like kr do yAaR,30,0
2021-06-05T11:08:35Z,UgyjxX5mocOMCxEMmtp4AaABAg,Manpreet Singh,Manpreet singh 👍👍👍👍💔💔,1,0
2021-05-15T17:28:17Z,UgwC-jBAT1TcdMffcXB4AaABAg,Manjotsingh Manjotsingh,Apni mom lyi iklike ta jarur kro rab thanu khush rakhe,476,12
2021-06-06T06:34:39Z,UgxmLkKdtVjRI5-TQP94AaABAg,Abhishek Abhishek,Sedu Musa all top,2,0
2021-06-03T09:03:36Z,UgxOFWnRy0bUf7Xjpf54AaABAg,Bilal Dildar,Brooooooo 🔥🔥 still trending in  PAKISTAN 💪💪💪,5,1
2021-06-04T01:33:37Z,Ugwgf7mB6hIF03ZsHut4AaABAg,Warley Anderson,Muito bom! Otima base 😌,3,0
2021-06-02T02:56:16Z,Ugw_JM6K4xa3Fk_N38F4AaABAg,RUDRAKSH,7.5 m views 754 k likes 267 k comments #1 on trending in india #3 on trending for music In less than 24 hours Power of sidhu' s army 🔥🔥,18,1
2021-05-16T02:24:02Z,Ugw4uMKwZp1mtDQ5nxJ4AaABAg,Amrit amby official,"ਪਿੱਠ ਕੀ ਘੁਮਾਈ ਨੀ ਮੈ ਥੋੜੇ ਟਾਇਮ ਲਈ,
ਟਾਈਮ ਮੇਰਾ ਗਿਆ ਗਲਾਂ ਡਾਹੁਣ ਲਗ ਗਏ.....

On the repeat 💫💫",160,3
2021-06-04T18:23:29Z,Ugz7_7qbrnXEsaSidNl4AaABAg,Vishal Kumar,"Veere hor kise di wari aande 
Love you bhai",1,0
2021-06-03T15:48:29Z,UgyKfxCIGjD-Y1Bka1x4AaABAg,GGX Gaming,"Koi tod nii jatt da
Still on repeat 🔥",7,0
2021-06-06T06:35:36Z,UgwkZB8VzmF3ipWzCod4AaABAg,Abhishek Abhishek,Sedu Musa wala 👍👍👍,2,0
2021-06-05T02:09:47Z,Ugw2o4ZDxHwRXOK5iUF4AaABAg,GGX Gaming,Still on repeat 🔥,3,0
2021-05-15T18:07:13Z,UgxOPHfGzbD0tAjXVVB4AaABAg,Naveen Nav,Bai record ban geya .........PUNJAB PUNJABI TOP LEVEL HIGH YOUNGSTER,66,6
2021-06-02T10:10:22Z,Ugyu3Vs3BgX7w68WwgB4AaABAg,Game On,28 million 🔜 🔝🔝🔝👍🔥🌟,11,1
2021-06-04T11:55:33Z,Ugy2g52pMzaK6ZD-JlR4AaABAg,Vinit Solanki,This song is on Fire 🔥🔥🔥🔥,4,0
2021-06-05T06:19:41Z,UgwJI17WjhVwa1J-x2B4AaABAg,Anmol,Sidhu Moose Wala 🔥,4,0
2021-06-05T06:19:32Z,UgwHu3hPuaOj7ou3-b54AaABAg,Anmol,Sidhu Moose Wala 🔥,4,0
2021-05-16T03:43:11Z,Ugz9tj9ULtoROhvAeWR4AaABAg,Crown Nav,"ਆਪਣੇ ਕੱਟੇ ਵੱਛੇ ਅੰਦਰ ਕਰ ਲਓ । ਅਸੀਂ ਝੋਟਾ ਖੋਲਣ ਲੱਗੇ ਆ।।
#mossetape 🔥🔥",147,16
2021-06-05T06:19:18Z,UgycdxitvwF5PhJ3ncJ4AaABAg,Anmol,Sidhu Moose Wala 🔥,4,0
2021-06-05T06:19:02Z,Ugxp_S3gYm7W7p-lZG54AaABAg,Anmol,Sidhu Moose Wala 🔥,4,0
2021-06-05T08:29:20Z,UgwkZoZaMU8B4eUd2ft4AaABAg,AYUSH CHOUDHARY,Pb 39 aale 😎😎,2,0
2021-06-03T23:35:32Z,UgxlaTE1tZhskDNqax94AaABAg,Simarpreet Singh,WAHEGURU ji,2,0
2021-05-31T12:38:17Z,UgyTJJiouuwC_eTErIF4AaABAg,ROYAL CHAMAR YOUTUBER,ਸਾਲਾ ਸਾਡੀ ਕਮੰਟ ਨੂ ਕੋਈ ਲਾਇਕ ਹੀ ਨੀ ਕਰਦਾ 😂😂😂,233,24
2021-06-04T10:21:53Z,UgwCg2kRvsVgFvvWodp4AaABAg,Sahil khehra,Moose wala great 😎,2,0
2021-06-02T19:12:55Z,UgwDLTelJSlUSUMz0R94AaABAg,Kanishk Kamboj,*THIS TRACK IS BACK IN TRENDING CHARTS AFTER 5 DAYS*  🔥🔥,47,3
2021-06-04T20:10:11Z,UgwFp8gakYNFzsRyzTl4AaABAg,sukhvir singh,I love the song 😁🤩👍,2,0
2021-06-03T13:18:59Z,UgzG_8-oGXe5w-aSNIJ4AaABAg,Bhavesh Sisodia,sir i love this song i cant understand a single word in this song nut love u sir,3,0
2021-05-15T07:29:09Z,Ugxou4VxI4IPmoawYHR4AaABAg,prem dhillon ✔,DASS OHNA NU PROHNA THODA FER AA GYA 🔥🔥🔥🔥,134,13
2021-06-02T15:33:52Z,Ugy0-4z1stkmakUqxrx4AaABAg,Akash Dafda,Greatest Of All Time 🤩 GOAT,13,1
2021-06-03T09:35:28Z,Ugy6b17XVQrmXnMf8c14AaABAg,Sherra Brar,Awesome 👍😎😎😎,2,1
2021-06-05T15:44:06Z,Ugym0Bu_79X6vi5XhRh4AaABAg,How it feel,Voice osm Sidhu MOOSETAPE bhaji,1,0
2021-06-05T15:18:16Z,UgyanNy1z7Xoi4fB0o54AaABAg,Kusdeepnahar Kusdeep,Vari nice song  aa bro,0,0
2021-05-16T04:10:15Z,UgwTKod4rtaR5EggcWh4AaABAg,HRV Records,I'm listening this on repeat 😋😋,63,5
2021-06-05T16:09:45Z,UgxbIaeoBVYNbMV0wZB4AaABAg,jassa jatt,Apa te roj sunde a gana... Vibe e vakhri aa edi ❤❤,0,0
2021-06-06T05:43:56Z,UgxD8n9RbEOZ3BvAonB4AaABAg,Lakhvirsingh Jassal,Lvv uuu sidhu y⚘⚘⚘,0,0
2021-06-05T13:34:49Z,UgyPOez6Y9SPqoP4yl14AaABAg,Muhammad riaz ali,"Love you from pakistan 
You are legeng 🥰🇵🇰",2,0
2021-06-04T12:15:08Z,UgzfQAGpMzhoLDS3-M94AaABAg,Khilesh Sahu,Dil da ni mara.. tera sidhumoose wala❤,2,0
2021-06-01T11:30:53Z,UgwMNtUwmmE2VHE1GvV4AaABAg,Punjabi songs Status,Ajj v kon kon eh gaana sun reha 💝💝 hit like 👍,186,21
2021-06-04T16:20:14Z,UgxEXTQuNRCVOY9YF1F4AaABAg,Arman Ali 654,Gggggoo,2,0
2021-06-04T10:02:23Z,Ugx0sN-UKmUZO8Dn_jN4AaABAg,Ravjot sidhu,Astaad❤️❤️❤️❤️,2,0
2021-06-06T07:14:15Z,UgwV9UShBp3EXP1YxYF4AaABAg,5911. Status Status new punjabi songs,❤❤❤,2,0
2021-06-05T14:16:23Z,UgzpubRlJezw_mLRVyd4AaABAg,Manish Kumar,👍❤❤❤,2,0
2021-05-20T21:02:23Z,UgzjCfZNgllZa4PL4WF4AaABAg,SUKH FF,❤️❤️❤️😍,115,10
2021-06-02T15:34:10Z,UgyQ2mofzBKFkb9vDnF4AaABAg,Rimmi Dhiman,Aatt 22👌🏻👌🏻,3,1
2021-06-05T14:10:40Z,UgxXzciphC9d3utAURd4AaABAg,Jagroop Singh,Ghaint Att a 22g,2,0
2021-06-05T15:57:33Z,Ugx68vojxvd4cFmpWht4AaABAg,Gurinder Singh,Nice song 👌👌,0,0
2021-06-06T05:14:54Z,UgyHGTFQEIJ6pMGjUa94AaABAg,Sidhu moose Wala,Love you #sidhu #moose #wala 22ji 👌👌👌👌👌👌👌❤❤❤❤,0,0
2021-05-20T04:44:25Z,Ugzw5WXoRAj8IgBTADF4AaABAg,Abhishek Sharma,Just a audio trending #1 from 4 days 🔥🔥🔥🔥,113,16
2021-06-06T09:11:19Z,UgwM7-AG3OF91llqCZR4AaABAg,Suhani Bhasin,This fist time listed him and this track is fire,0,0
2021-06-05T05:18:01Z,Ugx4CgkelBSMAihA6qF4AaABAg,不會NeSu會,Super song 💓💓💓💓💓👌👌,1,0
2021-06-05T02:49:28Z,Ugw1xUTh3exNGvgza8J4AaABAg,Carry Minati Gaming,Proud to be an Indian bro keep it up legend Guy 😊😊🔥🔥,2,0
2021-06-05T14:53:19Z,Ugylc6h_NABV_cizMvl4AaABAg,maan ji,I love you meri jaan,0,0
2021-05-16T14:02:42Z,UgwBgz1vvKDkr7-pUH14AaABAg,Bibek hamal,24 hours 10 million cross only musewala did this best in the game god bless everyone who is suffering with covid 19 🥰🥰🥰🥰🥰,106,5
2021-06-05T12:53:57Z,UgwWQogjP59MxFAlTkl4AaABAg,Kattal Saab,Love u jatta ❤️❤️,2,0
2021-06-05T07:03:54Z,UgyLNuD459g1BTS5FwV4AaABAg,DAVINDER SINGH,Nice song,1,0
2021-06-06T07:33:02Z,UgyZz38VtQykGMbDRP94AaABAg,sukhdeep Singh✔,#1 on billboard in 2nd week also 😍😍😍😍⚡🔥,2,0
2021-06-05T02:54:30Z,UgxziM8QwzCIU2DymoF4AaABAg,Manga Singh,End bro 👍👌,0,0
2021-05-25T05:03:45Z,Ugxurg-0qZ-UpxjOhAN4AaABAg,Mossewala 5911,Mubrakha sary nu Bilboard trending 🇵🇰,120,1
2021-06-06T05:48:57Z,UgxGbG0_Ede2ybZB7C54AaABAg,Umer Hayat,Love you sidhu bhai from Pakistan 😘😘,1,0
2021-06-03T14:18:22Z,Ugz2P1mmLhYhQPGgJAN4AaABAg,FAUG lover,Lovely❤️,2,0
2021-06-06T07:29:42Z,UgwCS4KdKt5n0AY7h2x4AaABAg,Raees Gaming,LEGEND IS BACK WITH NEW BEAST 💯💯💯💯💯💯💯,1,0
2021-06-06T06:55:06Z,UgzCXbPhtYWeEDA5FLN4AaABAg,tractor lovers,Tere te jawni nawi nawi ayi a best line,2,0
2021-05-15T09:39:47Z,Ugyq2BKCjAt1KdXGdwJ4AaABAg,RAVI,Let's get this track 10 million in 24 hours❤️,82,21
2021-06-02T08:37:28Z,UgzzeeBjfinKOCHteAh4AaABAg,Ikram Khan,"Love from Germany🇩🇪 sidhu paji❤️😍
Pak_ind🇵🇰🇮🇳✌️✌️",35,4
2021-06-06T02:13:15Z,UgxrhuVfPP2S0G6uj5l4AaABAg,Shayrivip,"Gym ch sunn Rahe Aa Swere Swere
Full Power 💥",1,0
2021-06-05T16:12:33Z,UgwsTXxRdXUxHE4TjSJ4AaABAg,isra basharat,"I am listening to this forst time and this is amazing , lot of 💕 to masterpiece of course punjabi are great .lots of respect from cross border .🇵🇰💜💜💜",1,0
2021-06-06T03:53:43Z,UgyqnR5dI5W94RxViOx4AaABAg,SÌDHÛ__MØÕSÊWÅLÄ FÂÑS,SIDHU MOOSEWALA LEGEND 💯🌪️💥,1,0
2021-05-16T04:28:04Z,Ugz26zERGs1OyMl7fQZ4AaABAg,Ashni Sheehmar,"ਨਾ ਪੈਸਾ ਨਾ ਸੋਹਣੀ ਸ਼ਕਲ ਆ ਪਰਧਾਨ, ਪਰ ਫਿਰ ਵੀ ਹਰ ਕੋਈ ਕਹਿੰਦਾ ਬਾਈ ਤੇਰੇ ਵਰਗਾ ਨੀ ਦੇਖਿਆ ਕੋਈ 🤘sidhu moose wala",93,3
2021-06-06T08:41:50Z,UgwY8gdwWD3wnbhYXTR4AaABAg,GTX Deep,pradan sirra❤🔥🔥,0,0
2021-06-05T09:52:38Z,Ugxfy-PMwQ7Uvj51oSl4AaABAg,Amrit Khalsa,Kayabaat ha bro.,1,0
2021-06-05T04:52:37Z,UgyBym2v1mIivywRmVh4AaABAg,Sharma Saab,Billboard 🔥,1,0
2021-06-05T19:14:45Z,UgwJu0pjFEB15reZYut4AaABAg,ajay kumar,On Repeat ❤️,1,0
2021-05-15T15:37:49Z,UgwyWSwCrwKdR8KTJY14AaABAg,Red leaf Music,Lo g YouTube di trending list tan book hogi for 2 month💪 Sidhu is back 🔥🔥🔥🔥🔥wait and so excited for next song😘😘😘😘,84,5
2021-06-05T09:15:24Z,UgwMnXWEjuX9aA4rmWV4AaABAg,Varun Kumar,🔥🔥🔥🔥🔥🔥,2,0
2021-06-05T07:23:31Z,Ugzp3-7un4IU1sSbLxp4AaABAg,Gagandeep Kaur,❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️❣️ siraaa,1,0
2021-06-05T11:41:24Z,UgzjWW0I5TWMPlbXewx4AaABAg,Kedar prasad Chaudhary,Legeng also crossed 1million  like❤️😂,1,0
2021-06-04T10:48:59Z,Ugw8xwws6JXIKPkjjE54AaABAg,AHMAD YT,Still trending on #6 in Pakistan after 2 weaks power of sidhu bai ❤,1,0
2021-05-15T08:12:11Z,UgxdOKjTd3mA-EGpNdB4AaABAg,DjMSharma Productions,🔥🔥,195,3
2021-06-06T05:21:38Z,UgzsfPuj-F0EkpDgZgl4AaABAg,Manpreet Singh,Manpreet Singh,0,0
2021-06-03T08:47:08Z,Ugw3_8Rj1o44P9meT494AaABAg,Javed Iqbal,Lyrics are really awesome 👌👏😍,3,1
2021-06-06T07:00:24Z,UgzC8u4t2lU6W293Tk14AaABAg,wiss Choudhary,😍😍😍😍😍😍😍😍🥰👌👌👌👌,2,0
2021-06-04T04:06:59Z,UgwRC9-hL0So2cFlI3l4AaABAg,MD Ahsaan Mirza,Nice song bro video kab ab,0,0
2021-05-16T07:20:08Z,Ugzyu8X2kkAA7qpcP-t4AaABAg,Aslaan Siddiqui,Sidhu ne kbhi socha hoga ki usko hmare jese fans milenge😅😜,82,7
2021-06-06T04:29:41Z,UgyGXD62PlpdiNmxbed4AaABAg,NEVER GIVE UP 😍😍 RRRRM,"Never give up 😍
Veer ji love you you are great",1,0
2021-06-05T14:15:00Z,UgynYxYjIfx9IrxkHxp4AaABAg,mystery man,Next level😍,1,0
2021-06-03T04:40:32Z,UgxzAOZScylBSzsrhXZ4AaABAg,Shivam Singh,🔥,3,1
2021-06-04T04:54:14Z,UgzJ-FqrXV0bDpo8yCt4AaABAg,Zohaib invention,Sidhu moose wala 🥰🥰🥰🥰🥰,1,0
2021-05-16T02:35:01Z,UgyZc81M6EsZLRXKbfd4AaABAg,Gurman sra,Tomorrow is Burberry day guys💪,79,19
2021-06-05T12:18:02Z,Ugw2rxbahVmj3KHz3IJ4AaABAg,danger Guy,The way when he say dss..🔥🔥💥💗,1,0
2021-06-06T04:25:11Z,UgzZfE_-1o1NiPI5e914AaABAg,MOOSE WALA ARMY,"Ustaad da *BIRTHDAY* aunn wala aa, 11 *JUNE* ❤",1,0
2021-06-06T09:10:11Z,Ugy8XRHAXMXowBlM7ft4AaABAg,Deepa Chaudhary,Nice song,0,0
2021-06-06T04:15:09Z,UgwQdTHZdRmtruZGZjR4AaABAg,Ajeet Singh,Nice song,0,0
2021-05-19T14:00:28Z,Ugynqnsjeb8dCWwru8N4AaABAg,NARENDER SINGH,This person is born to be on trending ❤️,219,7
2021-06-05T05:47:10Z,UgzcZURPkE1hkG_opD54AaABAg,Keval Singh,Nice song,0,0
2021-06-04T13:16:23Z,UgyGpDv5sMqphTCSFnN4AaABAg,Bikramjeet Sandhu,Kaimz,1,0
2021-06-04T13:16:10Z,UgyZUZYCoNyyMPG6VhZ4AaABAg,Bikramjeet Sandhu,Kaimz,1,0
2021-06-04T13:15:53Z,UgzyiC1YgT9abqVeJ3l4AaABAg,Bikramjeet Sandhu,Kaimz,1,0
2021-05-15T07:32:03Z,UgzB7G-Y_Q6Iw9Bc88d4AaABAg,Yogesh Kathuria,♥️🔥🌟,256,12
2021-06-04T13:22:08Z,UgwArq-GTiqaIg2JyPR4AaABAg,Red Eye Records,Repeat te 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1,0
2021-06-05T14:56:00Z,Ugx6dKUFga3-UF9Ic9V4AaABAg,World Nature HD,Legend 💥💥🔥🔥,0,0
2021-06-04T06:36:36Z,Ugygi2ulL7avuUEfyqp4AaABAg,Deven Ahir,video banavo paji is ka,0,0
2021-06-05T05:12:02Z,Ugxjk5AiBjtFuX0BNQp4AaABAg,Harpreet Kaur brar,😎😍😍,1,0
2021-05-16T05:34:28Z,Ugw-YkNeA2pYBk_kPO94AaABAg,Sidhu_47,"At least 25 ਵਾਰੀ ਵੇਖ ਚੁੱਕਿਆ ਹਾਂ 🎶🎧
ਵੀਰੇ ਕਰ ਦਯੋ ਲਾਇਕ",57,1
2021-06-04T00:55:39Z,Ugy4WvJY5KvUp6Reyml4AaABAg,Harjit Kaur,GURPALSINGH,0,0
2021-06-06T07:31:09Z,Ugzp7Z8cHfMBgvOOk-54AaABAg,sukhdeep Singh✔,😍😍😍🤩,1,0
2021-06-05T01:13:04Z,UgwBCcGggXf2vmCluK14AaABAg,Rohit Handa,Bomb 💣,0,0
2021-06-05T02:46:42Z,UgyY7hg4Mz2IajV47U14AaABAg,Free fire Lover,🔥🔥🔥🔥🔥,1,0
2021-05-16T17:26:36Z,UgwYugXqGPfoIjXHFvx4AaABAg,sunny kashyap,100% sure MOOSETAPE  will be on Billboard🔥⚡🌋,68,11
2021-06-05T09:03:45Z,UgwHJlsGcVhZnbPuuzJ4AaABAg,2832Muskan Salgotra,❤❤,0,0
2021-06-05T08:24:37Z,Ugz0gx6LjCwBqsvu_mR4AaABAg,Shubham Siag,❤❤,0,0
2021-06-04T06:53:52Z,UgxJb2gd2xMkCkG6Z5l4AaABAg,Anand Sidhu,Talent🔥🔥🔥🔥,0,0
2021-06-05T15:17:36Z,Ugyge-2kYPZhOFCg3Hh4AaABAg,Bikramjeet Sandhu,Suprr,0,0
2021-05-15T10:14:52Z,UgzUtIswjaBZ4ZnaAK14AaABAg,Glum Boy,This Day Will Definitely Make History 🔥🔥🔥,102,6
2021-06-05T08:58:36Z,Ugz5Pr_u3H_2Sy2O5YR4AaABAg,Tayab Hameed,Ma nankana sahib sy pakistan,0,0
2021-06-04T02:55:22Z,UgxN4FSHQUpvKOrioEx4AaABAg,Punjabi song status,🔥🔥🔥,2,0
2021-06-03T21:37:36Z,Ugz20sJEWr06oiCNH2x4AaABAg,Rîśķý Jatt,"SIDHU FAN'S 2 MONTHS PARTY
CONGRATULATIONS... 
#Sidhumoosewala 
#moosetape season",1,0
2021-06-05T10:06:16Z,Ugwfms_CdQ4FywpqlYR4AaABAg,Gaming with Ajay,29 million views soon 😘,2,0
2021-05-15T08:17:08Z,Ugzp_qllE4Y_T67NG414AaABAg,GW_ BROS,"Haapy bday sidhu's mom may u live 100 years and your son 110 💞💞


Edit : not 110 years bcz legends never die",89,7
2021-06-06T07:31:17Z,UgyV6LcclEPc28yleKF4AaABAg,sukhdeep Singh✔,🔥🔥🔥🔥⚡,1,0
2021-06-05T09:27:49Z,Ugz3nzqaoX6_CdUXin94AaABAg,Gian Singh,",🔥🔥🔥🔥🔥🔥🔥",1,0
2021-06-06T07:31:31Z,UgxT4FQfDlmSvz2qA9R4AaABAg,sukhdeep Singh✔,🌋🌋🌋🌋🔥☺,1,0
2021-06-05T12:55:23Z,UgyDKIBvXWh43bUKYzd4AaABAg,Simran Kaur,🔥,1,0
2021-05-15T08:50:54Z,UgzKpsNVxYS7WT24XdB4AaABAg,Simran Sarwara,"This 's only starting ,Destruction will be coming soon. ""295"" &"" Idgaf , ""Aroma "" &"" Callabose ""song will be bomb. ""O ਦਰਜਨਾਂ (ਢਾਈ ਦਰਜਨ) ਦੇ ਹਿਸਾਬ  ਨਾਲ ਆਉਂਦੇ  ਗੀਤ  ਜੱਟ ਦੇ ਹੁੰਦੇ ਨਾ ਓ ਠੀਕ  ਫੱਟ ਮਾਰੀ ਸੱਟ ਦੇ ਮੂਸੇ ਆਲੇ ਜੱਟ ਨੇ ਤਾਂ ਹੇਟਰਾਂ  ਦੇ ਪਿੱਛੇ   ""ਕੋਕੇ"" ਗੱਡਤੇ"" ਸਮਝਣ ਵਾਲੇ ਸਮਝ ਹੀ ਜਾਂਦੇ ਨੇ 😜",79,5
2021-06-05T12:55:18Z,UgzG0O6azp_WhiZOsod4AaABAg,Simran Kaur,🔥,1,0
2021-06-05T12:44:16Z,UgypUKWfFFDXA_3MnPB4AaABAg,karan thakur,👍👍,1,0
2021-06-04T05:56:46Z,Ugz1FULhjmT8nQFKp494AaABAg,Waseem Sijjad,Awesome 😎,0,0
2021-06-05T02:24:07Z,Ugz-A8StvKBAWAyrDXR4AaABAg,Sanjeev Kumar,Ustad ji nato mast gana nekala,0,0
2021-05-16T11:14:24Z,UgyI0qG3XUMGopAppph4AaABAg,Happy Pb02,"ਕੋਈ ਗੱਲ ਤਾਂ ਦਿਲ ਤੇ ਲਾ ਕੇ ਲਿਖਦਾ ਏ......
ਮਾਂ ਦਾ ਪੁੱਤ ਪਤਾ ਨਹੀਂ ਕੀ ਖਾ ਕੇ ਲਿਖਦਾ ਏ!❤
                                  @Korala_Maan✏",75,4
2021-06-06T02:46:52Z,UgxD4BsptiHoiH6PNqd4AaABAg,J Star production,Astaad moose wala,1,0
2021-06-04T15:50:54Z,UgzgrJksdIaytMdpRIh4AaABAg,Harjeet Singh,💪💪💪💪🤘🤘🤘,0,0
2021-06-05T17:05:24Z,UgxvdO1UVsLIXCgsbJF4AaABAg,Yoban Preet,Bai sira hee karva tee aa ❣️❣️bai music vee utoo pura kantt aa veera rab chardyia kla ch rakha❣️❣️❣️,1,1
2021-06-03T17:09:53Z,UgxCTtNN3QxmdwmcVi94AaABAg,sahil puri647,Song power ⚡💪 goose bumps ❤❤❤❤😍😍😍,1,0
